source,target,label,mt_system,lang
"Written on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.","Written on the back of the Declaration of Independence were the words ""Original Declaration of Independence dated 4th July 1776"". The text appears on the bottom of the document, upside down.",5,gpt4_style,fon
"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","Toxo ɖɔ tɔ gan xoxo, Newt Gingrich , gan é kpacɛ nu Texas Rick Perry kpo ɖo naé Michele Bachmann é nɔ wa zɔ lo Congrès é kpo nyi ɖé bɔ ɖo ɖéwu mɛ ɛnɛ gɔ ; atɔɔn gɔ ; ayizɛn gɔ.",0,human,fon
"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","Ɖo Ɖɔxomε ɔ, Ɖɔxomεtɔ Newt Gingrich, Texas sin gan Rick Perry, kpodo Ɖɔxomεtɔ Ɖokpo Ɖokpo Ɖo Ɖɔxomε ɔ, Michele Bachmann ɖuɖeji ɖo tɛn ɛnɛgɔ ɔ, atɔɔn mɛ, kpodo ayizɛn kpo mɛ.",1,google,fon
"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","Former House Speaker Newt Gingrich, Texas governor Rick Perry, and also Congresswoman Michele Bachmann finished in fourth, fifth, and also sixth place, respectively.",5,gpt4_style,fon
"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.",6,claude_style,fon
"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.",Hwe enɛ nù ɖó xwè 1920 lɛ mɛ ɔ‚ walɔ tóvǐ tɔn lɛ gègĕ kpó akɔta lɛ kpó ɖe ɖó taji ɔ wɛ nyi adakamaxó kpódó mɛ ɖókpó gè ninɔ kpó.,0,human,fon
The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,Gùfifɔn France tɔn zɔn bɔ tó ɖe ma jɛ e ɖe si a ɖe ɖó wùvɛ mɛ ɔ ba na bɛ gùfifɔn ye ɖesù tɔn.,0,human,fon
The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,Français Revolution ɔ ɖesu hɛn azɔwatɔ sin gbɛta ɖevo lɛ wa to ɖevo mɛ bo na do jɛ huzuhuzu yeɖesunɔ tɔn lɛ ji.,1,google,fon
The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,"Fɛ́nsinu lɛ́ɛ dó wusyɛn lanmɛ nú azɔ̌watɔ́ lɛ́ɛ e ɖò tò ɖevo lɛ mɛ lɛ́ɛ, bɔ yě ɖó acɛ dó acɛkpikpa yetɔn lɛ jí.",2,nllb,fon
The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,The French Revolution also inspired many other repressed working class people of other country's to began their own revolutions.,7,gemini_style,fon
"They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.",Yě hɛn ɔ yě nɔ mɔ nǔ ganji zǎnmɛ kpó zǎn nukún yětɔ́n kpán bó nɔ́ zɔn cɛ́bɛ cɛ́bɛ́. Kanlin vǔ asé ɖɔhun lɛ nɔ́ wá nǔ ɖuɖu yětɔn sín ayi jǐ bó ka nɔ́ hwla bó nǎn sixu nya lobo nɔ zɔ̀n ji.,0,human,fon
"They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.","Yě nɔ mɔ nǔ ganjí ɖo zǐnflú mɛ, ɖó zǎn mɛ wɛ yě nɔ mɔ nǔ gbɔn, bɔ yě nɔ zɔnlin bɔ è nɔ mɔ nǔ ǎ.",2,nllb,fon
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Gbɛ̌ kplékplé kinni-kínní lɛ́ tɔn ɔ nɔ́ wa nǔ ɖi hla gbɛ́ alo cukú gbɛ́ ɖɔhun, kanlin e ɖi kinni-kínní lɛ ɖɔhun lɛ e (amɔ̌ yě cí kanlin ɖěvo lɛ ɖɔhun ǎ), bó nɔ́ hu mɛ tawun.",0,human,fon
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Kinnikínní nɔ wà nǔ ɖi xɛví alǒ cuku lɛ ɖɔhun, kanlin lɛ nɔ cí kinikini ɖevo lɛ ɖɔhun (amɔ̌, awíi ɖaxó ɖevo lɛ ǎ) ɖò walɔ yetɔn mɛ, bo nɔ lɛ́ hu ye tawun nú kanlin yetɔn.",1,google,fon
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",Lɔn e nɔ sɔ́ nǔ dó ayi mɛ nú mɛ lɛ é nɔ cí mɛ lɛ́ɛ tɔn ɖɔhun. Lɔn e nɔ sɔ́ nǔ dó ayi mɛ nú mɛ lɛ é nɔ sɔ́ nǔ dó ayi mɛ nú mɛ lɛ é. Lɔn e nɔ sɔ́ nǔ dó ayi mɛ nú mɛ lɛ é nɔ cí mɛ lɛ́ɛ ɖɔhun.,2,nllb,fon
One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.,Nǔ è nyí sɛ́n dódó hwɛndo Klísu tɔn ɔ́ ɖokpó wɛ́ nyí ɖɔ è ɖó ná zán dɔkun bó ná dó dalɔ mɛ ɖò wǔvɛ kpódó ya kpán sí ‚ bɔ akwɛ zínkán Igleja tɔn ɖó ná nyí zínzán ɖò ali nɛ́ xò.,0,human,fon
One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.,One of the main Christian tenets is that wealth should be used to alleviate suffering and also poverty and also that the monetary funds of the church are there specifically for that reason.,5,gpt4_style,fon
"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","Nǔ nyanya ɖe jɔ ǎ, mɛɖe ká gblé wǔ ɖò Tonga ǎ, amɔ̌ myɛgbɛn cí nú hwenu ɖě. Nǔ nɛ hɛn ɔ́ é ná dó nyà nú Tonga sín gǎn lɛ nú yě na mɔ̀ nǔ s'ayi ɖeji e PTWC na sɔ́ nyi to lɛ e.",0,human,fon
"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","É ɖò mɔ̌ có, è wlan nǔ kpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpinkpink",2,nllb,fon
"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",Ɖi lě e dinozɔ sín fún lɛ́ mɔ́ nɔ́ ɖ'atín ǎ bó nɔ́ bó kɔ́n nɔ́ ɖó wutún xɛfún tɔn ɖěvo lɛ ɔ́ — atán kpó atánfún kpán — dobanunǔtɔ́ lɛ́ ɖɔ xɛfúntín ɔ sixú wá nyí susu nú wutún nɛ lɛ ɖò nukɔn mɛ.,0,human,fon
"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Çàïðèìåð, ðåçóëüòàòû ðåçóëüòàòîâ ó íåãî íåò êàêîé-ëèáî ðàçðàáîòàííîé ðåçóëüòàòû, íàçûâàþùåéñÿ ðåçóëüòàòîì, íî èìåþò ðåçóëüòàòû ðåçóëüòàòîâ ðåçóëüòàòîâ ðåçóëüòàòîâ ðåçóëüòàòîâ.",2,nllb,fon
"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",7,gemini_style,fon
They are still trying to determine just how large the crash was and how the Earth will be affected.,"Ye lɛ kpo ɖò tintɛnkpɔn wɛ ba tunwun bà e mɛ mɔ lɛ gba sɔ e, kpo ali e nu wùwú ɔ na wanù dò ayikungban ɔ wu dó e.",0,human,fon
"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",Fímu dé e mɛ Ryan Gosling kpoɖo Emma Stone tɔn taɖé lɛɛ ɖó tito ɖaxo lɛɛ mɛ.,0,human,fon
"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","Sinema ɔ, e mɛ Ryan Gosling kpo Emma Stone kpo ɖè é, yí mɛ e è sɔ́ lɛ é ɖò alɔkpa ɖaxó lɛ bǐ mɛ.",1,google,fon
"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","Filmu ɔ, bɔ Ryan Gosling kpo Emma Stone kpo ɖè ɖ'é mɛ, bɔ é mɔ nùɖókpɔ́ ɖ'é mɛ ɖò azɔ̌ ɖaxó lɛ bǐ mɛ.",2,nllb,fon
"Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.","Dobanunǔtɔ́ Kplɔ́nyiji b'alavɔxwé Picetone ɖo États-Unis e tɔ́n ɖélɛ́ kpó kplɔ́nyiji b'alavɔxwé Uppsala tɔn e ɖo Suède kpán xlɛ́ ɖɔ nukúnmɛ yɔyɔ ɔ yi nukɔn ɖo gɔnu we géé mɛ, b'ɛ ka mɔ ɖɔ afɔɖiɖe nɛ lɛ yi hwenu gegě ɖó nuwiwa e ɖò xɛhwan Darwin tɔn azunzɔn ɔ, Geospiza ɖaxó ɔ́, kpódó xɛhwan bɛ̌cwɛ́ wùntín tɔ́n e gosín Geospiza tɛ́ntín e.",0,human,fon
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,"Gǎnbɔdogǎnwǔ e bɔ dó Hɔnyitɔ́ nukɔn tɔn ɔ wu e, Wong Kan Seng, wɛ́ yí jonɔ̌ tɔn bɔ é ɖɔ̀ xó dó ajɔ̌ kpó to dindan kpán wú xá Singapour sín Hɔnyitɔ́ nukɔn tɔn ɔ́ Lee Hsien Loong.",0,human,fon
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,"È yí gbè n'i gbɔn Wang Kan Seng, axɔ́súzɔ́watɔ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́ toxóɖɔgbɛ́",2,nllb,fon
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,6,claude_style,fon
"""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","""É nyɔ́ ɖɛkpɛ tawun bó nɔ́ lɛ́ jì han ganji"", mɔ̌ wɛ é ɖɔ, bɔ xójlá kplé ɔ wɛ ɖɔ mɔ̌.",0,human,fon
"""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","""E nyɔ ɖɛkpɛ tawun bo nɔ ji han ganji, e ɖesu,"" e ɖɔ sɔgbe kpodo xo e è wlan ɖo xójlawema ɔ mɛ ɔ kpo.",1,google,fon
"""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","""She’s very cute and also sings quite well, too,"" he said according to a transcript of the news conference.",5,gpt4_style,fon
"When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.","Nú gbɛtɔ́ (togun kpèvi) gɔnu vǔ ɖe yi jɛ vò nú akɔta e mɛ wɛ é gosìn e ɔ (ɖì é gosín sókánmɛ alǒ tɔ tó bó wá jɛ tɔgwede tɛ́ntin fí e é má sixú lɛ́kɔ ɖe bléwun ǎ e), é nɔ́ mɔ éɖéé ɖò fi e gbɔnvo ni fí e éɖe ɖayǐ e.",0,human,fon
"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.","Site Webu TMZ ɖé ji é nɔ mɔ xo jlajla kpodo ayihun tɛnmɛ tɛnmɛ ɖé ɔ nɔn jɛwu ɖɔ yɛ mɛ tɔn yi tɔɔ ɖo hun tɔn té ɖo ali ɖaxo Sepulveda tɔn to, é tɛnkpɔn bo nan yi yɛ kponɔ zɔ wa tɔ ɖé nɔn té lɛ tɔn cobo nan dasa ali bo yi, ɖé kponɔ California Highway Patrol tɔn ɖé lo ali ɖé wɛ ɔ mɔn kpohun ɔ é ɖɔ nu nyan ɔ ɖɔ ni dasa ali ɔ ɖo azɔn we ji.",0,human,fon
"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.","TMZ sín xójlawema TMZ mɔ nukúnnú jɛ mɛ ɖɔ ɖiɖetɔ́ ɔ ɖó mɔ̌to tɔn te ɖò Sepulveda Boulevard sín akpá ɖevo xwé, bo tɛ́n kpɔ́n bo ɖè kponɔ lɛ sín ɖiɖe lɛ sín ɖiɖe lɛ cobo gbɔn ali ɔ jí bo yì nukɔn, bo zɔ́n bɔ kponɔ Californie tɔn e nɔ kpé nukún dó mɔ̌to lɛ wu é ɖò azɔ̌ wà wɛ bo na dó sɛ́ ɛ dó gudo, azɔn wè.",1,google,fon
"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.","Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and also attempted to take pictures of the police stop before crossing the road and also continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",5,gpt4_style,fon
"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.","Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",6,claude_style,fon
Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.,Nù Xinhua ɔ nùdobatɔ axɔsuzɔwatɔ lɛ mɔ xóhɛnnù 'Gba Wiwi' wè ɖó azăngagbe.,0,human,fon
"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","Ɖo gan 10:00-11:00 gbadanu MDT mɛ ɔ́, gantɔ lɛ́ɛ dó nǔ zo ɖo gankpá ɔ́ sín kɔxota.",0,human,fon
"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",6,claude_style,fon
"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.","Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",7,gemini_style,fon
"Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.","Ɖi gbavinǔkpɛ́nnɔ kúnnú ɖɔhun ɔ́, nǔcɔ́tɔ́ ɔ́ zé nǔwlinú we do yɛwlinu ɔ kpá bó zán yě do na zwe atɔn yɛ ɔ do fí zwe atɔn nɔ ɖe.",0,human,fon
Scientists say the explosion caused by the collision was massive.,Nùnywɛ xwitixwitizɔ́watɔ lɛ ɖɔ mɔ wè lɛ sin wùwú d'agba kaka.,0,human,fon
Scientists say the explosion caused by the collision was massive.,Nǔɖitɔ́ lɛ́ɛ ɖɔ nǔjlɛ́jlɛ́ e nǔjlɛ́jlɛ́ énɛ́ zɔ́n ɔ́ d'agba.,2,nllb,fon
"Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006.",Afɔ bɔlù gbèta Itali tɔn wɛ jɛ gùdó nù bɔlù gbèta Jaman tɔn ɖe e nyi tó wègɔ e kè tāùn ɖó gbè ɔ mɛ ɔ bɔ wɛ nyi ɖùɖèji FIFFA World Cup tɔn ɖó xwè 2006 mɛ.,0,human,fon
That didn't seem to make sense to me; it certainly wasn't fair.,Nu énɛ́ ɔ hízí ɖo nukun cé mɛ. Édʒlɔ ǎa,0,human,fon
That didn't seem to make sense to me; it certainly wasn't fair.,É cí ɖɔ enɛ kún ɖó tinmɛ nú mì ó ɖɔhun; é sɔgbe ǎ nǔgbo.,1,google,fon
